;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;We live on the island of Hale. It's about four kilometres long and two kilometres wide at its broadest point, and it's joined to the mainland by a causeway called the Stand - a narrow road built across the mouth of the river which separates us from the rest of the country. Most of the time you wouldn't know we're on an island because the river mouth between us and the mainland is just a vast stretch of tall grasses and brown mud. But when there's a high tide and the water rises a half a metre or so above the road and nothing can pass until the tide goes out again a few hours later, then you know it's an island.;C;What is Caitlin's main point about the island?;It can be dangerous to try to cross from the mainland.;It is much smaller than it looks from the mainland.;It is only completely cut off at certain times.;It can be a difficult place for people to live in.
;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;We live on the island of Hale. It's about four kilometres long and two kilometres wide at its broadest point, and it's joined to the mainland by a causeway called the Stand - a narrow road built across the mouth of the river which separates us from the rest of the country. Most of the time you wouldn't know we're on an island because the river mouth between us and the mainland is just a vast stretch of tall grasses and brown mud. But when there's a high tide and the water rises a half a metre or so above the road and nothing can pass until the tide goes out again a few hours later, then you know it's an island.\n\nWe were on our way back from the mainland. My older brother, Dominic, had just finished his first year at university in a town 150 km away. Dominic's train was due in at five and he'd asked for a lift back from the station. Now, Dad normally hates being disturbed when he's writing (which is just about all the time), and he also hates having to go anywhere, but despite the typical sighs and moans – why can't he get a taxi? what's wrong with the bus? – I could tell by the sparkle in his eyes that he was really looking forward to seeing Dominic.;D;What does Caitlin suggest about her father?;His writing prevents him from doing things he wants to with his family.;His initial reaction to his son's request is different from usual.;His true feelings are easily hidden from his daughter.;His son's arrival is one event he will take time off for.
;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;We were on our way back from the mainland. My older brother, Dominic, had just finished his first year at university in a town 150 km away. Dominic's train was due in at five and he'd asked for a lift back from the station. Now, Dad normally hates being disturbed when he's writing (which is just about all the time), and he also hates having to go anywhere, but despite the typical sighs and moans – why can't he get a taxi? what's wrong with the bus? – I could tell by the sparkle in his eyes that he was really looking forward to seeing Dominic.\n\nSo, anyway, Dad and I had driven to the mainland and picked up Dominic from the station. He had been talking non-stop from the moment he'd slung his rucksack in the boot and got in the car. University this, university that, writers, books, parties, people, money, gigs.... And when I say talking, I don't mean talking as in having a conversation, I mean talking as in jabbering like a mad thing. I didn't like it ... the way he spoke and waved his hands around as if he was some kind of intellectual or something. It was embarrassing. It made me feel uncomfortable – that kind of discomfort you feel when someone you like, someone close to you, suddenly starts acting like a complete idiot. And I didn't like the way he was ignoring me, either. For all the attention I was getting I might as well not have been there. I felt a stranger in my own car.;C;Caitlin emphasises her feelings of discomfort because she;is embarrassed that she doesn't understand what her brother is talking about.;feels confused about why she can't relate to her brother any more.;is upset by the unexpected change in her brother's behaviour.;feels foolish that her brother's attention is so important to her.
;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;We live on the island of Hale. It's about four kilometres long and two kilometres wide at its broadest point, and it's joined to the mainland by a causeway called the Stand - a narrow road built across the mouth of the river which separates us from the rest of the country. Most of the time you wouldn't know we're on an island because the river mouth between us and the mainland is just a vast stretch of tall grasses and brown mud. But when there's a high tide and the water rises a half a metre or so above the road and nothing can pass until the tide goes out again a few hours later, then you know it's an island.\n\nWe were on our way back from the mainland. My older brother, Dominic, had just finished his first year at university in a town 150 km away. Dominic's train was due in at five and he'd asked for a lift back from the station. Now, Dad normally hates being disturbed when he's writing (which is just about all the time), and he also hates having to go anywhere, but despite the typical sighs and moans – why can't he get a taxi? what's wrong with the bus? – I could tell by the sparkle in his eyes that he was really looking forward to seeing Dominic.\n\nSo, anyway, Dad and I had driven to the mainland and picked up Dominic from the station. He had been talking non-stop from the moment he'd slung his rucksack in the boot and got in the car. University this, university that, writers, books, parties, people, money, gigs.... And when I say talking, I don't mean talking as in having a conversation, I mean talking as in jabbering like a mad thing. I didn't like it .... the way he spoke and waved his hands around as if he was some kind of intellectual or something. It was embarrassing. It made me feel uncomfortable – that kind of discomfort you feel when someone you like, someone close to you, suddenly starts acting like a complete idiot. And I didn't like the way he was ignoring me, either. For all the attention I was getting I might as well not have been there. I felt a stranger in my own car.\n\nAs we approached the island on that Friday afternoon, the tide was low and the Stand welcomed us home, stretched out before us, clear and dry, beautifully hazy in the heat – a raised strip of grey concrete bound by white railings and a low footpath on either side, with rough cobbled banks leading down to the water. Beyond the railings, the water was glinting with that wonderful silver light we sometimes get here in the late afternoon which lazes through to the early evening.;A;In the last paragraph, what is Caitlin's purpose in describing the island?;to express her positive feelings about it;to explain how the road was built;to illustrate what kind of weather was usual;to describe her journey home
;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;We were about halfway across when I saw the boy. My first thought was how odd it was to see someone walking on the Stand. You don't often see people walking around here. Between Hale and Moulton (the nearest town about thirty kilometres away on the mainland), there's nothing but small cottages, farmland, heathland and a couple of hills. So islanders don't walk because of that. If they're going to Moulton they tend to take the bus. So the only pedestrians you're likely to see around here are walkers or bird-watchers. But even from a distance I could tell that the figure ahead didn't fit into either of these categories. I wasn't sure how I knew, I just did.;D;In the highlighted 'because of that', 'that' refers to the fact that;locals think it is odd to walk anywhere.;it is easier for people to take the bus than walk.;people have everything they need on the island.;there is nowhere in particular to walk to from the island.
;Extract from a novel in which a young woman called Caitlin talks about her life on an island.;As we approached the island on that Friday afternoon, the tide was low and the Stand welcomed us home, stretched out before us, clear and dry, beautifully hazy in the heat – a raised strip of grey concrete bound by white railings and a low footpath on either side, with rough cobbled banks leading down to the water. Beyond the railings, the water was glinting with that wonderful silver light we sometimes get here in the late afternoon which lazes through to the early evening.\n\nWe were about halfway across when I saw the boy. My first thought was how odd it was to see someone walking on the Stand. You don't often see people walking around here. Between Hale and Moulton (the nearest town about thirty kilometres away on the mainland), there's nothing but small cottages, farmland, heathland and a couple of hills. So islanders don't walk because of that. If they're going to Moulton they tend to take the bus. So the only pedestrians you're likely to see around here are walkers or bird-watchers. But even from a distance I could tell that the figure ahead didn't fit into either of these categories. I wasn't sure how I knew, I just did.\n\nAs we drew closer, he became clearer. He was actually a young man rather than a boy. Although he was on the small side, he wasn't as slight as I'd first thought. He wasn't exactly muscular, but he wasn't weedy-looking either. It's hard to explain. There was a sense of strength about him, a graceful strength that showed in his balance, the way he held himself, the way he walked....;C;What do we learn about Caitlin's reactions to the boy?;She felt his air of confidence contrasted with his physical appearance.;She was able to come up with a reason for him being there.;She realised her first impression of him was inaccurate.;She thought she had seen him somewhere before.
Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;There must be few occasions when it would be really rude to refuse an invitation to head-butt someone you’ve just met! But I’m in one of those right now. I’m in a rehearsal room in a theatre with a group of actors, facing up to stage fighting director Kate Waters. I’ve already dragged her around the room and slapped her on the arm. Now she wants me to head-butt her. But fear not, this is all strictly pretend!;C;In this paragraph, the writer is aware of;a critical attitude from Kate.;the concern of the other actors.;the need to reassure his readers.;having been in a similar situation before.
Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;There must be few occasions when it would be really rude to refuse an invitation to head-butt someone you’ve just met! But I’m in one of those right now. I’m in a rehearsal room in a theatre with a group of actors, facing up to stage fighting director Kate Waters. I’ve already dragged her around the room and slapped her on the arm. Now she wants me to head-butt her. But fear not, this is all strictly pretend!\n\n‘Imagine there’s a tin can on my shoulder,’ she says. ‘Now try to knock it off.’ I lower my head as instructed, then lift it sharply, aiming for the imaginary can, hoping desperately that I don’t miscalculate the angle and end up doing damage to her face. To my amazement, I get it right. ‘That was good,’ says Waters. ‘Now maybe try it again without smiling.’\n\nWaters, known in the industry as Kombat Kate, is showing me how actors fight each other without getting hurt, and that includes sword-fighting. (She inspires fierce devotion: when I tweet that I’m meeting Waters, one actress friend responds: ‘She’s amazing. She taught me how to be a secret service agent in two days.’);A;How does the writer feel when Kate mentions the tin can?;worried about hurting Kate;relieved that Kate is just pretending;concerned that it may injure his head;convinced that he won’t take it seriously enough
Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;Waters, known in the industry as Kombat Kate, is showing me how actors fight each other without getting hurt, and that includes sword-fighting. (She inspires fierce devotion: when I tweet that I’m meeting Waters, one actress friend responds: ‘She’s amazing. She taught me how to be a secret service agent in two days.’)\n\nPerhaps the most famous play Kate has worked on recently was called Noises Off. She taught the cast how to fall down stairs without breaking any bones. One of the fight scenes is fairly close, Kate tells me, to the one we’re trying out now. ‘I’ve just slowed it down a bit,’ she says tactfully, before inviting me to throw her against the wall. I obey, making sure I let go of her quickly, so she can control her own movement. Push your opponent too hard, and they will hit the wall for real. I watch her hit the wall before falling to the ground. She’s fine, of course. ‘That’s my party trick,’ she says with a grin. ‘Works every time;B;When Kate and the writer repeat the fight scene from Noises Off, we learn that;the writer isn’t sure of his instructions.;Kate has adapted it slightly for the writer to try.;the writer is initially unwilling to do it.;Kate has to react quickly to a mistake the writer makes.
Kombat Kate;James Stanton meets ‘Kombat Kate’ Waters, who trains theatre actors in how to ‘fight’ on stage.;Perhaps the most famous play Kate has worked on recently was called Noises Off. She taught the cast how to fall down stairs without breaking any bones. One of the fight scenes is fairly close, Kate tells me, to the one we’re trying out now. ‘I’ve just slowed it down a bit,’ she says tactfully, before inviting me to throw her against the wall. I obey, making sure I let go of her quickly, so she can control her own movement. Push your opponent too hard, and they will hit the wall for real. I watch her hit the wall before falling to the ground. She’s fine, of course. ‘That’s my party trick,’ she says with a grin. ‘Works every time.’\n\nOnce the lesson is over Kate tells me how she became one of only two women on the official register of stage fight directors. Already a keen martial arts expert from childhood, Kate did drama at university, and one module of her course introduced her to stage combat. When she made enquiries about the possibility of teaching it as a career, she was told about the register and the qualifications she’d need to be accepted onto it. It was <b>no small order<b>: as well as a certificate in advanced stage combat, she would need a black belt in karate and proficiency in fencing, a sport she’d never tried before.\n\nBut she rose to the challenge and taught the subject for several years at a drama college before going freelance and becoming a fight advisor for the theatrical world. The play she’s working on is Shakespeare’s Richard III. This involves a famous sword fight. With no instructions left by the great playwright other than – Enter Richard and Richmond: they fight, Richard dies – the style and sequence of the fight is down to Kate and the actors.;D;What does the phrase ‘no small order’ (highlighted) tell us about stage combat?;Kate knew she would love learning about it.;It is something very few people ever perfect.;Studying it required a lot of obedience and respect.;Qualifying to teach it would be a long and difficult process.
